metric_uid,title,source,product,is_ml,ml_task,ml_entity,concept,n_dashboards,dashboards,aliases,dc_kg_node_id,in_chart_registry,in_dc_kg,agreement,platform,sub_platform,domain,unit,aggregation,polarity,is_derived,is_kpi,depends_on,dependency_confidence,source_code_ref,formula
ml.revenue_forecast_top_product,Top Product,ml,ProductIQ,true,timeseries,product,top_product,1,ml-product-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,product,max,neutral,true,false,ml.product_revenue_forecast,medium,backend/app/features/ml_product_revenue_forecast/service.py:179-197 (per-product forecast points); top/share in dashboard-v2 forecastStats(),"Top Product = the product with the highest forecast revenue, with its share = that product's forecast revenue ÷ total forecast revenue"
ml.revenue_per_top_offer,Revenue per Top Offer,ml,CustomerIQ,true,classification,customer,revenue_per_top_offer,1,ml-offer-type-response,,,true,false,only_chart_registry,ML,,ml_modeling,currency,lookup,positive,true,false,ml.revenue_by_offer_type; ml.top_converting_offer,high,backend/app/features/offer_type_response_predictions/ml_service.py:164-167 (top_rev = revenue_by_type where offer_type == top_converting_offer_type),Revenue per Top Offer = the revenue attributable to the top-converting offer type
ml.revenue_protected_customers,Revenue Protected,ml,CustomerIQ,true,classification,customer,revenue_protected_count,1,ml-discount-response-propensity,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.discount_response_probability,high,"backend/app/features/discount_response_propensity_predictions/ml_service.py:131,138-139 (revenue_protected_count)","Revenue Protected = count of customers predicted NOT to need a discount to convert (would buy at full price, so exclude from discounting)"
ml.revenue_uplift_vs_no_markdown,Revenue Uplift vs No Markdown,ml,ProductIQ,true,regression,product,revenue_uplift_vs_no_markdown,1,ml-markdown-optimal-timing,,,true,false,only_chart_registry,ML,,ml_modeling,currency,none,higher_better,false,true,ml.markdown_model_config,high,"backend/app/features/markdown_optimal_timing_predictions/ml_service.py:145 (get_dashboard_summary: revenue_uplift_vs_no_markdown = mc.get(""revenue_uplift_vs_no_markdown"", 0.0))",Revenue Uplift vs No Markdown = model-estimated revenue gain from following the optimal markdown plan versus no markdown action (read from the training artifact)
ml.seasonal_sensitivity,Seasonal Sensitivity,ml,CustomerIQ,true,classification,customer,seasonal_sensitivity,1,ml-timing-response,,,true,false,only_chart_registry,ML,,customer,index,avg,neutral,true,false,ml.seasonal_sensitivity_index,high,backend/app/features/timing_response_predictions/ml_service.py:170-173 (seasonal_sensitivity_index mean),Seasonal Sensitivity = average of each customer's seasonal responsiveness index — how much customer response swings with the season
ml.stable_high_value_customers,Stable High-Value,ml,CustomerIQ,true,regression,customer,stable_high_value,1,ml-segment-value-trajectory,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.value_trajectory_class,high,"backend/app/features/segment_value_trajectory_predictions/ml_service.py:52-58 (_stable_high_value_count), 41 (_HIGH_VALUE_SEGMENTS)","Stable High-Value = count of top-tier customers (High, VIP or Whale segment) predicted to hold their value (trajectory class 'hold')"
ml.stage_transition_rate,Stage Transition Rate,ml,CustomerIQ,true,classification,customer,stage_transition_rate,1,ml-life-cycle-stage,,,true,false,only_chart_registry,ML,,customer,ratio,ratio,neutral,true,false,ml.customers_scored; ml.lifecycle_stage,high,backend/app/features/life_cycle_stage_predictions/ml_service.py:193-201 (n_changed/total transition_rate),Stage Transition Rate = (customers predicted to improve stage + customers predicted to decline stage) ÷ total customers scored
ml.top_converting_offer,Top Converting Offer,ml,CustomerIQ,true,classification,customer,top_converting_offer,1,ml-offer-type-response,,,true,false,only_chart_registry,ML,,ml_modeling,offer_type,max,positive,true,false,ml.conversion_rate,high,"backend/app/features/offer_type_response_predictions/ml_service.py:159-160 (top = max(conv_list, key=conversion_rate))",Top Converting Offer = the offer type with the highest predicted conversion rate across all offer types
ml.top_growth_driver,Top Growth Driver,ml,ProductIQ,true,regression,customer,top_growth_driver,1,ml-wallet-share-growth,,,true,false,only_chart_registry,ML,,ml_modeling,feature_name,argmax,neutral,false,false,,high,backend/app/features/wallet_share_growth_predictions/ml_service.py:140-144 (top_driver from fi[0]['feature']),"Top Growth Driver = the model feature with the highest gain in the grow-probability model (top-ranked feature-importance entry, humanized for display)"
ml.top_intervention_type,Top Intervention Type,ml,CustomerIQ,true,classification,customer,top_intervention_type,1,ml-intervention-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,category,mode,neutral,false,false,,high,backend/app/features/intervention_propensity/ml_service.py:317-321 (vc = df['intervention_type'].value_counts(); top_type = vc.index[0]),Top Intervention Type = the intervention trigger category (e.g. Abandoned Browse / Checkout / Cart) with the highest customer count across scored customers
ml.total_expected_revenue,Forecast Revenue,ml,CustomerIQ,true,regression,customer,revenue,1,ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,higher_better,true,true,ml.customers_scored; ml.avg_predicted_aov,high,backend/app/features/order_value_predictions/ml_service.py:192,Forecast Revenue = sum of predicted next-cycle order value across all scored customers
ml.total_prospects_scored,Total Prospects,ml,CustomerIQ,true,classification,customer,total_prospects,1,ml-activation,,,true,false,only_chart_registry,ML,,ml_modeling,prospects,count,neutral,false,true,,high,backend/app/features/activation_predictions/ml_service.py:355-358 (total_scored = summary.total_prospects or len(customers)),Total Prospects = count of prospects (not-yet-first-purchase customers) scored by the activation model this run
ml.total_recommended_budget,Total Recommended Budget,ml,CustomerIQ,true,timeseries,customer,total_recommended_budget,1,ml-channel-response-curve,,,true,false,only_chart_registry,ML,,customer,currency,sum,neutral,true,true,ml.recommended_budget,high,backend/app/features/channel_response_curve_predictions/ml_service.py:163-165 (total_recommended_budget),Total Recommended Budget = sum of the recommended budgets across all channels under the model's optimal allocation
ml.total_revenue,Total Revenue,ml,MarketingIQ,true,regression,marketing,revenue,1,ml-marketing-mix,,,true,false,only_chart_registry,ML,,ml_modeling,currency,derived,higher_better,true,true,ml.attributed_revenue; ml.organic_revenue_pct,high,backend/app/features/ml_marketing_mix/service.py:324-327 (get_executive_kpis: organic_pct from dashboard_summary.json; total_revenue = total_paid_revenue / (1 - organic_pct)),Total Revenue = model-attributed paid revenue ÷ (1 − organic revenue share) — paid revenue grossed up by the model's organic share so paid + organic sum to the whole
ml.trajectory_customers_scored,Customers Scored,ml,CustomerIQ,true,regression,customer,customers_scored,1,ml-segment-value-trajectory,,,true,false,only_chart_registry,ML,,customer,customers,count,neutral,false,false,,high,backend/app/features/segment_value_trajectory_predictions/ml_service.py:163-209 (total_customers_scored),Customers Scored = total number of customers the value-trajectory model scored this run
ml.trajectory_model_accuracy,Model Accuracy,ml,CustomerIQ,true,regression,customer,model_accuracy,1,ml-segment-value-trajectory,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,none,higher_is_better,false,false,,high,backend/app/features/segment_value_trajectory_predictions/ml_service.py:181-203 (model_accuracy),Model Accuracy = top-1 classification accuracy of the trajectory model on the holdout set (how often the predicted class matched the actual outcome)
ml.untapped_low_spend,Untapped Low-Spenders,ml,ProductIQ,true,regression,customer,spend,1,ml-wallet-share-growth,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,positive,false,false,,high,backend/app/features/wallet_share_growth_predictions/ml_service.py:148-150 (low_key = min(aov keys); untapped_low_spend = aov[low_key]['flagged_count']),Untapped Low-Spenders = count of growth-flagged customers in the lowest historical AOV (spend) tier
ml.watch_pool,Watch Pool,ml,CustomerIQ,true,classification,customer,watch_count,1,ml-activation,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,neutral,true,false,ml.activation_propensity,high,backend/app/features/activation_predictions/ml_service.py:366-372 (watch_count from by_tier['watch'] or (activation_segment=='watch').sum()),Watch Pool = count of prospects in the middle 'watch' activation tier (moderate first-purchase likelihood)
ml.whale_target_count,Top Spenders,ml,CustomerIQ,true,regression,customer,whale_target_count,1,ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,true,true,ml.predicted_order_value,high,backend/app/features/order_value_predictions/ml_service.py:202,Top Spenders = count of customers flagged as whale targets — predicted high-value orders among the very top spenders
