node_id,scope,source,source_method,mart_model,source_set,source_confidence,metric_base,aggregation,product,department,grain,grain_source,schema_verified,tenant,node_class,is_derived,keep,type,type_confidence,dimensions,card_endpoint,series_endpoint,n_card,n_series,n_breakdown,mart_source,formula,formula_components,occurrences,source_dashboards,raw_ids,roles,data_owner,steward,sensitivity,compliance_tags,description,unit,polarity,aliases,last_updated,refresh_cadence,sla,null_rate,completeness,quality_score,is_kpi,priority_tier,seasonality_profile,stationarity,volatility,status,version,source_columns,source_expr,availability,history_start,history_end,n_periods
ecom.declining_items_count,ecom,magento,dbt,mart_inventory_health,magento,high,declining_items_count,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,,low,,/api/v1/inventory/metrics/declining-items-count,,1,0,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,declining-items-count,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Declining Items Count (count) — metric on ecom [Product IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.estimated_lost_revenue,ecom,magento,dbt,mart_inventory_health,magento,high,estimated_lost_revenue,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/inventory/metrics/estimated-lost-revenue,,1,0,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,estimated-lost-revenue,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Estimated Lost Revenue (currency) — metric on ecom [Product IQ], lower_is_better.",currency,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.fulfillment,ecom,magento,heuristic,mart_orders_fulfillment_daily,magento,high,fulfillment,level,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/magento-orders-fulfillment/charts/fulfillment_funnel,0,1,0,DB_RARE_SEEDS.MARTS.mart_orders_fulfillment_daily,,,1,magento_orders_fulfillment,fulfillment_funnel,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Fulfillment (number) — metric on ecom [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.funnel_drop.rate,ecom,magento,dbt,mart_inventory_health,magento,high,funnel_drop,rate,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,yes,yes,mediator,low,,/api/v1/inventory/metrics/funnel-drop-rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,funnel-drop-rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Funnel Drop (percent) — metric on ecom [Product IQ], lower_is_better.",percent,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.guest_checkout.rate,ecom,magento,dbt,mart_customer_segments_daily,magento,high,guest_checkout,rate,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,yes,yes,mediator,low,,/api/v1/magento-customer-analytics/metrics/guest_checkout_rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,guest_checkout_rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Guest Checkout (percent) — metric on ecom [Marketing IQ], neutral.",percent,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.items_at_risk,ecom,magento,dbt,mart_inventory_health,magento,high,items_at_risk,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,,low,,/api/v1/inventory/metrics/items-at-risk,,1,0,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,items-at-risk,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Items At Risk (number) — metric on ecom [Product IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.lost_revenue,ecom,magento,dbt,mart_inventory_health,magento,high,lost_revenue,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,item,,/api/v1/inventory/charts/category-lost-revenue,0,1,1,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,category-lost-revenue|lost-revenue-by-item,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Lost Revenue (currency) — metric on ecom [Product IQ], lower_is_better.",currency,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.low_conversion,ecom,magento,dbt,mart_inventory_health,magento,high,low_conversion,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/inventory/charts/low-conversion-items,0,1,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,low-conversion-items,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Low Conversion (number) — metric on ecom [Product IQ], higher_is_better.",number,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.ltv,ecom,magento,dbt,mart_customer_segments_daily,magento,high,ltv,level,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,no,,,,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,ltv_distribution,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Ltv (currency) — metric on ecom [Marketing IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,,,,,,
ecom.ltv.avg,ecom,magento,dbt,mart_customer_segments_daily,magento,high,ltv,avg,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-customer-analytics/metrics/average_ltv,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,average_ltv,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Ltv (currency) — metric on ecom [Marketing IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,,,empty,,,
ecom.marketing_actions,ecom,magento,dbt,mart_customer_segments_daily,magento,high,marketing_actions,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/magento-customer-analytics/charts/marketing_actions,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,marketing_actions,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Marketing Actions (number) — metric on ecom [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.new_customer_orders,ecom,magento,heuristic,mart_magento_daily,magento,high,new_customer_orders,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-store-overview/metrics/new_customer_orders,,1,0,0,DB_RARE_SEEDS.MARTS.mart_magento_daily,,,1,magento_store_overview,new_customer_orders,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"New Customer Orders (count) — metric on ecom [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,NEW_CUSTOMER_ORDERS,"SUM(NVL(NEW_CUSTOMER_ORDERS, 0))",available,2024-04-23,2025-12-31,618
ecom.new_customers_month,ecom,magento,dbt,mart_customer_segments_daily,magento,high,new_customers_month,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-customer-analytics/metrics/new_customers_month,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,new_customers_month,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"New Customers Month (count) — metric on ecom [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.orders,ecom,magento,dbt,mart_customer_segments_daily|mart_magento_daily,magento,high,orders,level,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-store-overview/metrics/orders,/api/v1/magento-customer-analytics/charts/orders_trend,1,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily|DB_RARE_SEEDS.MARTS.mart_magento_daily,,,2,magento_customer_analytics|magento_store_overview,orders|orders_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Orders (count) — metric on ecom [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,yes,1,,,,active,1,ORDERS,SUM(ORDERS)::FLOAT,available,2024-04-23,2025-12-31,618
ecom.orders_per_customer.avg,ecom,magento,dbt,mart_customer_segments_daily,magento,high,orders_per_customer,avg,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/magento-customer-analytics/metrics/avg_orders_per_customer,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,avg_orders_per_customer,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Orders Per Customer (ratio) — metric on ecom [Marketing IQ], higher_is_better.",ratio,higher_is_better,,,daily,,,,,no,3,,,,active,1,DATE_FROM|DATE_TO|FIRST_ORDER_DATE|LAST_ORDER_DATE|TOTAL_ORDERS,"ROUND(AVG(CASE WHEN first_order_date <= :date_to AND last_order_date >= :date_from THEN total_orders END), 2)",available,2024-04-23,2025-12-31,618
ecom.out_of_stock,ecom,magento,dbt,mart_inventory_health,magento,high,out_of_stock,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,constraint,high,,,/api/v1/inventory/charts/out-of-stock-items,0,1,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,out-of-stock-items,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Out Of Stock (number) — metric on ecom [Product IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.out_of_stock_count,ecom,magento,dbt,mart_inventory_health,magento,high,out_of_stock_count,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,constraint,high,,/api/v1/inventory/metrics/out-of-stock-count,,1,0,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,out-of-stock-count,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Out Of Stock Count (count) — metric on ecom [Product IQ], lower_is_better.",count,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.refund,ecom,magento,heuristic,mart_orders_fulfillment_daily,magento,high,refund,level,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/magento-orders-fulfillment/charts/refund_analysis,0,1,0,DB_RARE_SEEDS.MARTS.mart_orders_fulfillment_daily,,,1,magento_orders_fulfillment,refund_analysis,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Refund (number) — metric on ecom [Marketing IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.registration,ecom,magento,dbt,mart_customer_segments_daily,magento,high,registration,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/magento-customer-analytics/charts/registration_trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,registration_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Registration (ratio) — metric on ecom [Marketing IQ], neutral.",ratio,neutral,,,daily,,,,,no,3,,,,active,1,,,available,2024-04-23,2025-12-31,618
ecom.repeat.rate,ecom,magento,dbt,mart_customer_segments_daily,magento,high,repeat,rate,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/magento-customer-analytics/metrics/repeat_rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,repeat_rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Repeat (percent) — metric on ecom [Marketing IQ], higher_is_better.",percent,higher_is_better,,,daily,,,,,no,3,,,,active,1,TOTAL_ORDERS,"ROUND(COUNT(CASE WHEN TOTAL_ORDERS >= 2 THEN 1 END)::FLOAT / NULLIF(COUNT(CASE WHEN TOTAL_ORDERS >= 1 THEN 1 END), 0) * 100, 2)",empty,,,
ecom.retention,ecom,magento,dbt,mart_customer_segments_daily,magento,high,retention,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/magento-customer-analytics/charts/cohort_retention,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,cohort_retention,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Retention (number) — metric on ecom [Marketing IQ], higher_is_better.",number,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.returning_customer_orders,ecom,magento,heuristic,mart_magento_daily,magento,high,returning_customer_orders,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/magento-store-overview/metrics/returning_customer_orders,,1,0,0,DB_RARE_SEEDS.MARTS.mart_magento_daily,,,1,magento_store_overview,returning_customer_orders,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Returning Customer Orders (count) — metric on ecom [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,RETURNING_CUSTOMER_ORDERS,"SUM(NVL(RETURNING_CUSTOMER_ORDERS, 0))",available,2024-04-23,2025-12-31,618
ecom.revenue,ecom,magento,dbt,mart_inventory_health|mart_magento_daily,magento,high,revenue,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,items,/api/v1/magento-store-overview/metrics/revenue,,1,0,1,DB_RARE_SEEDS.MARTS.mart_inventory_health|DB_RARE_SEEDS.MARTS.mart_magento_daily,,,2,inventory|magento_store_overview,revenue|top-revenue-items,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Revenue (currency) — metric on ecom [Product IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,ITEM_REVENUE,SUM(ITEM_REVENUE),available,2024-04-23,2025-12-31,618
ecom.rfm,ecom,magento,dbt,mart_customer_segments_daily,magento,high,rfm,level,Marketing IQ,Sales / E-commerce,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/magento-customer-analytics/charts/rfm_segments,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,rfm_segments,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Rfm (number) — metric on ecom [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.rfm_revenue,ecom,magento,dbt,mart_customer_segments_daily,magento,high,rfm_revenue,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/magento-customer-analytics/charts/rfm_revenue,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_segments_daily,,,1,magento_customer_analytics,rfm_revenue,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,confidential,GDPR|CCPA,"Rfm Revenue (currency) — metric on ecom [Marketing IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.seasonal_alerts,ecom,magento,heuristic,mart_magento_daily,magento,high,seasonal_alerts,level,Marketing IQ,Sales / E-commerce,daily,dbt,no,rare_seeds,observable,no,yes,external,high,,,/api/v1/magento-store-overview/charts/seasonal_alerts,0,1,0,DB_RARE_SEEDS.MARTS.mart_magento_daily,,,1,magento_store_overview,seasonal_alerts,super_admin|agency_admin|tenant_admin|analyst|viewer,Sales / E-commerce,,internal,,"Seasonal Alerts (number) — metric on ecom [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
ecom.stopped_selling,ecom,magento,dbt,mart_inventory_health,magento,high,stopped_selling,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/inventory/charts/stopped-selling-items,0,1,0,DB_RARE_SEEDS.MARTS.mart_inventory_health,,,1,inventory,stopped-selling-items,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,internal,,"Stopped Selling (number) — metric on ecom [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
google.account_structure,google,google_ads,dbt,mart_google_campaign_performance,google_ads,high,account_structure,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/google-overview/charts/account_structure,0,1,0,DB_RARE_SEEDS.MARTS.mart_google_campaign_performance,,,1,google_overview,account_structure,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Account Structure (count) — metric on google [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
google_shopping.active_campaigns,google_shopping,google_ads,dbt,mart_google_campaign_performance,google_ads,high,active_campaigns,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,high,,/api/v1/google-shopping/metrics/active_campaigns,,1,0,0,DB_RARE_SEEDS.MARTS.mart_google_campaign_performance,,,1,google_shopping,active_campaigns,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Active Campaigns (count) — metric on google [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
google.ad_group_performance,google,google_ads,dbt,mart_google_campaign_performance,google_ads,high,ad_group_performance,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/google-shopping/charts/ad_group_performance,0,1,0,DB_RARE_SEEDS.MARTS.mart_google_campaign_performance,,,1,google_shopping,ad_group_performance,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Ad Group Performance (number) — metric on google [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
google.ad_position,google,google_ads,dbt,mart_google_campaign_performance,google_ads,high,ad_position,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/google-search/charts/ad_position,0,1,0,DB_RARE_SEEDS.MARTS.mart_google_campaign_performance,,,1,google_search,ad_position,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Ad Position (number) — metric on google [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,available,2024-04-23,2025-12-31,598
google.clicks,google,google_ads,dbt,mart_google_campaign_performance,google_ads,high,clicks,level,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,/api/v1/google-overview/metrics/clicks,,2,0,0,DB_RARE_SEEDS.MARTS.mart_google_campaign_performance,,,2,google_overview|google_search,clicks,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Clicks (count) — metric on google [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,CLICKS,SUM(CLICKS),available,2024-04-23,2025-12-31,598
google.conv_value,google,google_ads,dbt,mart_google_campaign_performance,google_ads,high,conv_value,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/google-pmax/metrics/conv_value,,1,0,0,DB_RARE_SEEDS.MARTS.mart_google_campaign_performance,,,1,google_pmax,conv_value,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Conv Value (currency) — metric on google [Marketing IQ], neutral.",currency,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
google.conversion_value,google,google_ads,dbt,mart_google_youtube_daily,google_ads,high,conversion_value,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/google-youtube/metrics/conversion_value,,1,0,0,DB_RARE_SEEDS.MARTS.mart_google_youtube_daily,,,1,google_youtube,conversion_value,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Conversion Value (currency) — metric on google [Marketing IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,no,3,,,,active,1,CONVERSION_VALUE,"SUM(NVL(CONVERSION_VALUE, 0))",empty,,,
